agency_cd	site_no	datetime	Discharge_cfs	136450_00060_00003_cd
USGS	08168710	1932-11-12	318	A
USGS	08168710	1932-11-13	315	A
USGS	08168710	1932-11-14	318	A
USGS	08168710	1932-11-15	315	A
USGS	08168710	1932-11-16	315	A
USGS	08168710	1932-11-17	311	A
USGS	08168710	1932-11-18	315	A
USGS	08168710	1932-11-19	311	A
USGS	08168710	1932-11-20	315	A
USGS	08168710	1932-11-21	315	A
USGS	08168710	1932-11-22	315	A
USGS	08168710	1932-11-23	315	A
USGS	08168710	1932-11-24	315	A
USGS	08168710	1932-11-25	315	A
USGS	08168710	1932-11-26	315	A
USGS	08168710	1932-11-27	315	A
USGS	08168710	1932-11-28	315	A
USGS	08168710	1932-11-29	315	A
USGS	08168710	1932-11-30	315	A
USGS	08168710	1932-12-01	315	A
USGS	08168710	1932-12-02	315	A
USGS	08168710	1932-12-03	315	A
USGS	08168710	1932-12-04	315	A
USGS	08168710	1932-12-05	315	A
USGS	08168710	1932-12-06	315	A
USGS	08168710	1932-12-07	315	A
USGS	08168710	1932-12-08	311	A
USGS	08168710	1932-12-09	315	A
USGS	08168710	1932-12-10	315	A
USGS	08168710	1932-12-11	320	A
USGS	08168710	1932-12-12	326	A
USGS	08168710	1932-12-13	322	A
USGS	08168710	1932-12-14	322	A
USGS	08168710	1932-12-15	326	A
USGS	08168710	1932-12-16	322	A
USGS	08168710	1932-12-17	322	A
USGS	08168710	1932-12-18	326	A
USGS	08168710	1932-12-19	322	A
USGS	08168710	1932-12-20	326	A
USGS	08168710	1932-12-21	326	A
USGS	08168710	1932-12-22	326	A
USGS	08168710	1932-12-23	326	A
USGS	08168710	1932-12-24	326	A
USGS	08168710	1932-12-25	326	A
USGS	08168710	1932-12-26	326	A
USGS	08168710	1932-12-27	320	A
USGS	08168710	1932-12-28	315	A
USGS	08168710	1932-12-29	318	A
USGS	08168710	1932-12-30	318	A
USGS	08168710	1932-12-31	318	A
USGS	08168710	1933-01-01	318	A
USGS	08168710	1933-01-02	318	A
USGS	08168710	1933-01-03	318	A
USGS	08168710	1933-01-04	318	A
USGS	08168710	1933-01-05	315	A
USGS	08168710	1933-01-06	315	A
USGS	08168710	1933-01-07	315	A
USGS	08168710	1933-01-08	315	A
USGS	08168710	1933-01-09	318	A
USGS	08168710	1933-01-10	315	A
USGS	08168710	1933-01-11	315	A
USGS	08168710	1933-01-12	311	A
USGS	08168710	1933-01-13	308	A
USGS	08168710	1933-01-14	308	A
USGS	08168710	1933-01-15	311	A
USGS	08168710	1933-01-16	311	A
USGS	08168710	1933-01-17	311	A
USGS	08168710	1933-01-18	311	A
USGS	08168710	1933-01-19	308	A
USGS	08168710	1933-01-20	308	A
USGS	08168710	1933-01-21	308	A
USGS	08168710	1933-01-22	304	A
USGS	08168710	1933-01-23	304	A
USGS	08168710	1933-01-24	304	A
USGS	08168710	1933-01-25	304	A
USGS	08168710	1933-01-26	308	A
USGS	08168710	1933-01-27	308	A
USGS	08168710	1933-01-28	311	A
USGS	08168710	1933-01-29	308	A
USGS	08168710	1933-01-30	308	A
USGS	08168710	1933-01-31	304	A
USGS	08168710	1933-02-01	304	A
USGS	08168710	1933-02-02	308	A
USGS	08168710	1933-02-03	311	A
USGS	08168710	1933-02-04	308	A
USGS	08168710	1933-02-05	304	A
USGS	08168710	1933-02-06	304	A
USGS	08168710	1933-02-07	304	A
USGS	08168710	1933-02-08	300	A
USGS	08168710	1933-02-09	297	A
USGS	08168710	1933-02-10	300	A
USGS	08168710	1933-02-11	300	A
USGS	08168710	1933-02-12	300	A
USGS	08168710	1933-02-13	297	A
USGS	08168710	1933-02-14	297	A
USGS	08168710	1933-02-15	297	A
USGS	08168710	1933-02-16	294	A
USGS	08168710	1933-02-17	294	A
USGS	08168710	1933-02-18	290	A
USGS	08168710	1933-02-19	290	A
USGS	08168710	1933-02-20	294	A
USGS	08168710	1933-02-21	294	A
USGS	08168710	1933-02-22	294	A
USGS	08168710	1933-02-23	297	A
USGS	08168710	1933-02-24	300	A
USGS	08168710	1933-02-25	297	A
USGS	08168710	1933-02-26	297	A
USGS	08168710	1933-02-27	297	A
USGS	08168710	1933-02-28	300	A
USGS	08168710	1933-03-01	304	A
USGS	08168710	1933-03-02	300	A
USGS	08168710	1933-03-03	304	A
USGS	08168710	1933-03-04	300	A
USGS	08168710	1933-03-05	302	A
USGS	08168710	1933-03-06	304	A
USGS	08168710	1933-03-07	308	A
USGS	08168710	1933-03-08	308	A
USGS	08168710	1933-03-09	308	A
USGS	08168710	1933-03-10	308	A
USGS	08168710	1933-03-11	308	A
USGS	08168710	1933-03-12	308	A
USGS	08168710	1933-03-13	308	A
USGS	08168710	1933-03-14	311	A
USGS	08168710	1933-03-15	315	A
USGS	08168710	1933-03-16	311	A
USGS	08168710	1933-03-17	315	A
USGS	08168710	1933-03-18	311	A
USGS	08168710	1933-03-19	311	A
USGS	08168710	1933-03-20	308	A
USGS	08168710	1933-03-21	308	A
USGS	08168710	1933-03-22	308	A
USGS	08168710	1933-03-23	311	A
USGS	08168710	1933-03-24	315	A
USGS	08168710	1933-03-25	311	A
USGS	08168710	1933-03-26	311	A
USGS	08168710	1933-03-27	315	A
USGS	08168710	1933-03-28	315	A
USGS	08168710	1933-03-29	315	A
USGS	08168710	1933-03-30	315	A
USGS	08168710	1933-03-31	318	A
USGS	08168710	1933-04-01	322	A
USGS	08168710	1933-04-02	322	A
USGS	08168710	1933-04-03	322	A
USGS	08168710	1933-04-04	326	A
USGS	08168710	1933-04-05	329	A
USGS	08168710	1933-04-06	334	A
USGS	08168710	1933-04-07	340	A
USGS	08168710	1933-04-08	336	A
USGS	08168710	1933-04-09	336	A
USGS	08168710	1933-04-10	333	A
USGS	08168710	1933-04-11	336	A
USGS	08168710	1933-04-12	340	A
USGS	08168710	1933-04-13	344	A
USGS	08168710	1933-04-14	347	A
USGS	08168710	1933-04-15	351	A
USGS	08168710	1933-04-16	347	A
USGS	08168710	1933-04-17	347	A
USGS	08168710	1933-04-18	351	A
USGS	08168710	1933-04-19	347	A
USGS	08168710	1933-04-20	351	A
USGS	08168710	1933-04-21	354	A
USGS	08168710	1933-04-22	347	A
USGS	08168710	1933-04-23	344	A
USGS	08168710	1933-04-24	344	A
USGS	08168710	1933-04-25	347	A
USGS	08168710	1933-04-26	344	A
USGS	08168710	1933-04-27	340	A
USGS	08168710	1933-04-28	340	A
USGS	08168710	1933-04-29	340	A
USGS	08168710	1933-04-30	336	A
USGS	08168710	1933-05-01	336	A
USGS	08168710	1933-05-02	336	A
USGS	08168710	1933-05-03	336	A
USGS	08168710	1933-05-04	336	A
USGS	08168710	1933-05-05	336	A
USGS	08168710	1933-05-06	336	A
USGS	08168710	1933-05-07	333	A
USGS	08168710	1933-05-08	329	A
USGS	08168710	1933-05-09	331	A
USGS	08168710	1933-05-10	333	A
USGS	08168710	1933-05-11	333	A
USGS	08168710	1933-05-12	329	A
USGS	08168710	1933-05-13	329	A
USGS	08168710	1933-05-14	326	A
USGS	08168710	1933-05-15	326	A
USGS	08168710	1933-05-16	329	A
USGS	08168710	1933-05-17	325	A
USGS	08168710	1933-05-18	322	A
USGS	08168710	1933-05-19	326	A
USGS	08168710	1933-05-20	322	A
USGS	08168710	1933-05-21	322	A
USGS	08168710	1933-05-22	318	A
USGS	08168710	1933-05-23	322	A
USGS	08168710	1933-05-24	322	A
USGS	08168710	1933-05-25	317	A
USGS	08168710	1933-05-26	313	A
USGS	08168710	1933-05-27	308	A
USGS	08168710	1933-05-28	304	A
USGS	08168710	1933-05-29	300	A
USGS	08168710	1933-05-30	297	A
USGS	08168710	1933-05-31	300	A
USGS	08168710	1933-06-01	297	A
USGS	08168710	1933-06-02	300	A
USGS	08168710	1933-06-03	297	A
USGS	08168710	1933-06-04	297	A
USGS	08168710	1933-06-05	297	A
USGS	08168710	1933-06-06	298	A
USGS	08168710	1933-06-07	300	A
USGS	08168710	1933-06-08	297	A
USGS	08168710	1933-06-09	298	A
USGS	08168710	1933-06-10	300	A
USGS	08168710	1933-06-11	297	A
USGS	08168710	1933-06-12	300	A
USGS	08168710	1933-06-13	294	A
USGS	08168710	1933-06-14	292	A
USGS	08168710	1933-06-15	290	A
USGS	08168710	1933-06-16	290	A
USGS	08168710	1933-06-17	294	A
USGS	08168710	1933-06-18	297	A
USGS	08168710	1933-06-19	300	A
USGS	08168710	1933-06-20	304	A
USGS	08168710	1933-06-21	300	A
USGS	08168710	1933-06-22	304	A
USGS	08168710	1933-06-23	313	A
USGS	08168710	1933-06-24	322	A
USGS	08168710	1933-06-25	322	A
USGS	08168710	1933-06-26	326	A
USGS	08168710	1933-06-27	326	A
USGS	08168710	1933-06-28	322	A
USGS	08168710	1933-06-29	318	A
USGS	08168710	1933-06-30	323	A
USGS	08168710	1933-07-01	329	A
USGS	08168710	1933-07-02	329	A
USGS	08168710	1933-07-03	325	A
USGS	08168710	1933-07-04	322	A
USGS	08168710	1933-07-05	322	A
USGS	08168710	1933-07-06	322	A
USGS	08168710	1933-07-07	326	A
USGS	08168710	1933-07-08	322	A
USGS	08168710	1933-07-09	318	A
USGS	08168710	1933-07-10	318	A
USGS	08168710	1933-07-11	322	A
USGS	08168710	1933-07-12	316	A
USGS	08168710	1933-07-13	311	A
USGS	08168710	1933-07-14	314	A
USGS	08168710	1933-07-15	318	A
USGS	08168710	1933-07-16	318	A
USGS	08168710	1933-07-17	315	A
USGS	08168710	1933-07-18	315	A
USGS	08168710	1933-07-19	311	A
USGS	08168710	1933-07-20	308	A
USGS	08168710	1933-07-21	311	A
USGS	08168710	1933-07-22	311	A
USGS	08168710	1933-07-23	311	A
USGS	08168710	1933-07-24	314	A
USGS	08168710	1933-07-25	318	A
USGS	08168710	1933-07-26	315	A
USGS	08168710	1933-07-27	311	A
USGS	08168710	1933-07-28	310	A
USGS	08168710	1933-07-29	310	A
USGS	08168710	1933-07-30	309	A
USGS	08168710	1933-07-31	308	A
USGS	08168710	1933-08-01	304	A
USGS	08168710	1933-08-02	300	A
USGS	08168710	1933-08-03	300	A
USGS	08168710	1933-08-04	304	A
USGS	08168710	1933-08-05	300	A
USGS	08168710	1933-08-06	300	A
USGS	08168710	1933-08-07	300	A
USGS	08168710	1933-08-08	304	A
USGS	08168710	1933-08-09	308	A
USGS	08168710	1933-08-10	304	A
USGS	08168710	1933-08-11	306	A
USGS	08168710	1933-08-12	308	A
USGS	08168710	1933-08-13	308	A
USGS	08168710	1933-08-14	308	A
USGS	08168710	1933-08-15	304	A
USGS	08168710	1933-08-16	306	A
USGS	08168710	1933-08-17	308	A
USGS	08168710	1933-08-18	308	A
USGS	08168710	1933-08-19	308	A
USGS	08168710	1933-08-20	304	A
USGS	08168710	1933-08-21	308	A
USGS	08168710	1933-08-22	304	A
USGS	08168710	1933-08-23	304	A
USGS	08168710	1933-08-24	304	A
USGS	08168710	1933-08-25	304	A
USGS	08168710	1933-08-26	304	A
USGS	08168710	1933-08-27	304	A
USGS	08168710	1933-08-28	308	A
USGS	08168710	1933-08-29	308	A
USGS	08168710	1933-08-30	308	A
USGS	08168710	1933-08-31	313	A
USGS	08168710	1933-09-01	318	A
USGS	08168710	1933-09-02	315	A
USGS	08168710	1933-09-03	315	A
USGS	08168710	1933-09-04	311	A
USGS	08168710	1933-09-05	311	A
USGS	08168710	1933-09-06	315	A
USGS	08168710	1933-09-07	311	A
USGS	08168710	1933-09-08	315	A
USGS	08168710	1933-09-09	311	A
USGS	08168710	1933-09-10	311	A
USGS	08168710	1933-09-11	311	A
USGS	08168710	1933-09-12	315	A
USGS	08168710	1933-09-13	315	A
USGS	08168710	1933-09-14	315	A
USGS	08168710	1933-09-15	315	A
USGS	08168710	1933-09-16	315	A
USGS	08168710	1933-09-17	311	A
USGS	08168710	1933-09-18	311	A
USGS	08168710	1933-09-19	311	A
USGS	08168710	1933-09-20	311	A
USGS	08168710	1933-09-21	311	A
USGS	08168710	1933-09-22	311	A
USGS	08168710	1933-09-23	311	A
USGS	08168710	1933-09-24	308	A
USGS	08168710	1933-09-25	308	A
USGS	08168710	1933-09-26	308	A
USGS	08168710	1933-09-27	308	A
USGS	08168710	1933-09-28	308	A
USGS	08168710	1933-09-29	304	A
USGS	08168710	1933-09-30	304	A
USGS	08168710	1933-10-01	300	A
USGS	08168710	1933-10-02	300	A
USGS	08168710	1933-10-03	300	A
USGS	08168710	1933-10-04	297	A
USGS	08168710	1933-10-05	297	A
USGS	08168710	1933-10-06	297	A
USGS	08168710	1933-10-07	297	A
USGS	08168710	1933-10-08	293	A
USGS	08168710	1933-10-09	290	A
USGS	08168710	1933-10-10	290	A
USGS	08168710	1933-10-11	294	A
USGS	08168710	1933-10-12	294	A
USGS	08168710	1933-10-13	290	A
USGS	08168710	1933-10-14	286	A
USGS	08168710	1933-10-15	286	A
USGS	08168710	1933-10-16	286	A
USGS	08168710	1933-10-17	286	A
USGS	08168710	1933-10-18	286	A
USGS	08168710	1933-10-19	290	A
USGS	08168710	1933-10-20	292	A
USGS	08168710	1933-10-21	294	A
USGS	08168710	1933-10-22	290	A
USGS	08168710	1933-10-23	290	A
USGS	08168710	1933-10-24	290	A
USGS	08168710	1933-10-25	290	A
USGS	08168710	1933-10-26	290	A
USGS	08168710	1933-10-27	294	A
USGS	08168710	1933-10-28	290	A
USGS	08168710	1933-10-29	286	A
USGS	08168710	1933-10-30	290	A
USGS	08168710	1933-10-31	290	A
USGS	08168710	1933-11-01	294	A
USGS	08168710	1933-11-02	300	A
USGS	08168710	1933-11-03	297	A
USGS	08168710	1933-11-04	297	A
USGS	08168710	1933-11-05	294	A
USGS	08168710	1933-11-06	294	A
USGS	08168710	1933-11-07	297	A
USGS	08168710	1933-11-08	297	A
USGS	08168710	1933-11-09	297	A
USGS	08168710	1933-11-10	300	A
USGS	08168710	1933-11-11	297	A
USGS	08168710	1933-11-12	297	A
USGS	08168710	1933-11-13	297	A
USGS	08168710	1933-11-14	300	A
USGS	08168710	1933-11-15	300	A
USGS	08168710	1933-11-16	300	A
USGS	08168710	1933-11-17	300	A
USGS	08168710	1933-11-18	300	A
USGS	08168710	1933-11-19	300	A
USGS	08168710	1933-11-20	300	A
USGS	08168710	1933-11-21	300	A
USGS	08168710	1933-11-22	297	A
USGS	08168710	1933-11-23	297	A
USGS	08168710	1933-11-24	300	A
USGS	08168710	1933-11-25	300	A
USGS	08168710	1933-11-26	304	A
USGS	08168710	1933-11-27	304	A
USGS	08168710	1933-11-28	304	A
USGS	08168710	1933-11-29	304	A
USGS	08168710	1933-11-30	304	A
USGS	08168710	1933-12-01	308	A
USGS	08168710	1933-12-02	304	A
USGS	08168710	1933-12-03	304	A
USGS	08168710	1933-12-04	304	A
USGS	08168710	1933-12-05	304	A
USGS	08168710	1933-12-06	304	A
USGS	08168710	1933-12-07	304	A
USGS	08168710	1933-12-08	308	A
USGS	08168710	1933-12-09	304	A
USGS	08168710	1933-12-10	308	A
USGS	08168710	1933-12-11	308	A
USGS	08168710	1933-12-12	308	A
USGS	08168710	1933-12-13	308	A
USGS	08168710	1933-12-14	308	A
USGS	08168710	1933-12-15	308	A
USGS	08168710	1933-12-16	308	A
USGS	08168710	1933-12-17	308	A
USGS	08168710	1933-12-18	308	A
USGS	08168710	1933-12-19	308	A
USGS	08168710	1933-12-20	308	A
USGS	08168710	1933-12-21	311	A
USGS	08168710	1933-12-22	311	A
USGS	08168710	1933-12-23	308	A
USGS	08168710	1933-12-24	311	A
USGS	08168710	1933-12-25	308	A
USGS	08168710	1933-12-26	308	A
USGS	08168710	1933-12-27	308	A
USGS	08168710	1933-12-28	308	A
USGS	08168710	1933-12-29	309	A
USGS	08168710	1933-12-30	310	A
USGS	08168710	1933-12-31	311	A
USGS	08168710	1934-01-01	308	A
USGS	08168710	1934-01-02	315	A
USGS	08168710	1934-01-03	322	A
USGS	08168710	1934-01-04	329	A
USGS	08168710	1934-01-05	336	A
USGS	08168710	1934-01-06	344	A
USGS	08168710	1934-01-07	336	A
USGS	08168710	1934-01-08	336	A
USGS	08168710	1934-01-09	333	A
USGS	08168710	1934-01-10	333	A
USGS	08168710	1934-01-11	331	A
USGS	08168710	1934-01-12	329	A
USGS	08168710	1934-01-13	329	A
USGS	08168710	1934-01-14	326	A
USGS	08168710	1934-01-15	322	A
USGS	08168710	1934-01-16	324	A
USGS	08168710	1934-01-17	326	A
USGS	08168710	1934-01-18	321	A
USGS	08168710	1934-01-19	317	A
USGS	08168710	1934-01-20	312	A
USGS	08168710	1934-01-21	308	A
USGS	08168710	1934-01-22	304	A
USGS	08168710	1934-01-23	304	A
USGS	08168710	1934-01-24	304	A
USGS	08168710	1934-01-25	304	A
USGS	08168710	1934-01-26	304	A
USGS	08168710	1934-01-27	304	A
USGS	08168710	1934-01-28	304	A
USGS	08168710	1934-01-29	300	A
USGS	08168710	1934-01-30	300	A
USGS	08168710	1934-01-31	302	A
USGS	08168710	1934-02-01	304	A
USGS	08168710	1934-02-02	308	A
USGS	08168710	1934-02-03	304	A
USGS	08168710	1934-02-04	300	A
USGS	08168710	1934-02-05	300	A
USGS	08168710	1934-02-06	300	A
USGS	08168710	1934-02-07	300	A
USGS	08168710	1934-02-08	304	A
USGS	08168710	1934-02-09	307	A
USGS	08168710	1934-02-10	311	A
USGS	08168710	1934-02-11	308	A
USGS	08168710	1934-02-12	311	A
USGS	08168710	1934-02-13	308	A
USGS	08168710	1934-02-14	308	A
USGS	08168710	1934-02-15	308	A
USGS	08168710	1934-02-16	311	A
USGS	08168710	1934-02-17	308	A
USGS	08168710	1934-02-18	304	A
USGS	08168710	1934-02-19	304	A
USGS	08168710	1934-02-20	304	A
USGS	08168710	1934-02-21	304	A
USGS	08168710	1934-02-22	304	A
USGS	08168710	1934-02-23	304	A
USGS	08168710	1934-02-24	304	A
USGS	08168710	1934-02-25	304	A
USGS	08168710	1934-02-26	304	A
USGS	08168710	1934-02-27	304	A
USGS	08168710	1934-02-28	304	A
USGS	08168710	1934-03-01	313	A
USGS	08168710	1934-03-02	323	A
USGS	08168710	1934-03-03	333	A
USGS	08168710	1934-03-04	333	A
USGS	08168710	1934-03-05	333	A
USGS	08168710	1934-03-06	329	A
USGS	08168710	1934-03-07	330	A
USGS	08168710	1934-03-08	331	A
USGS	08168710	1934-03-09	332	A
USGS	08168710	1934-03-10	333	A
USGS	08168710	1934-03-11	333	A
USGS	08168710	1934-03-12	329	A
USGS	08168710	1934-03-13	333	A
USGS	08168710	1934-03-14	329	A
USGS	08168710	1934-03-15	329	A
USGS	08168710	1934-03-16	329	A
USGS	08168710	1934-03-17	328	A
USGS	08168710	1934-03-18	326	A
USGS	08168710	1934-03-19	326	A
USGS	08168710	1934-03-20	329	A
USGS	08168710	1934-03-21	326	A
USGS	08168710	1934-03-22	326	A
USGS	08168710	1934-03-23	326	A
USGS	08168710	1934-03-24	326	A
USGS	08168710	1934-03-25	322	A
USGS	08168710	1934-03-26	322	A
USGS	08168710	1934-03-27	327	A
USGS	08168710	1934-03-28	333	A
USGS	08168710	1934-03-29	333	A
USGS	08168710	1934-03-30	336	A
USGS	08168710	1934-03-31	332	A
USGS	08168710	1934-04-01	329	A
USGS	08168710	1934-04-02	329	A
USGS	08168710	1934-04-03	332	A
USGS	08168710	1934-04-04	336	A
USGS	08168710	1934-04-05	333	A
USGS	08168710	1934-04-06	332	A
USGS	08168710	1934-04-07	330	A
USGS	08168710	1934-04-08	329	A
USGS	08168710	1934-04-09	329	A
USGS	08168710	1934-04-10	329	A
USGS	08168710	1934-04-11	329	A
USGS	08168710	1934-04-12	329	A
USGS	08168710	1934-04-13	329	A
USGS	08168710	1934-04-14	331	A
USGS	08168710	1934-04-15	333	A
USGS	08168710	1934-04-16	329	A
USGS	08168710	1934-04-17	329	A
USGS	08168710	1934-04-18	333	A
USGS	08168710	1934-04-19	329	A
USGS	08168710	1934-04-20	331	A
USGS	08168710	1934-04-21	333	A
USGS	08168710	1934-04-22	329	A
USGS	08168710	1934-04-23	329	A
USGS	08168710	1934-04-24	329	A
USGS	08168710	1934-04-25	329	A
USGS	08168710	1934-04-26	329	A
USGS	08168710	1934-04-27	329	A
USGS	08168710	1934-04-28	329	A
USGS	08168710	1934-04-29	329	A
USGS	08168710	1934-04-30	332	A
USGS	08168710	1934-05-01	336	A
USGS	08168710	1934-05-02	336	A
USGS	08168710	1934-05-03	336	A
USGS	08168710	1934-05-04	333	A
USGS	08168710	1934-05-05	329	A
USGS	08168710	1934-05-06	329	A
USGS	08168710	1934-05-07	329	A
USGS	08168710	1934-05-08	329	A
USGS	08168710	1934-05-09	329	A
USGS	08168710	1934-05-10	329	A
USGS	08168710	1934-05-11	329	A
USGS	08168710	1934-05-12	326	A
USGS	08168710	1934-05-13	326	A
USGS	08168710	1934-05-14	329	A
USGS	08168710	1934-05-15	329	A
USGS	08168710	1934-05-16	329	A
USGS	08168710	1934-05-17	329	A
USGS	08168710	1934-05-18	329	A
USGS	08168710	1934-05-19	326	A
USGS	08168710	1934-05-20	329	A
USGS	08168710	1934-05-21	329	A
USGS	08168710	1934-05-22	326	A
USGS	08168710	1934-05-23	329	A
USGS	08168710	1934-05-24	325	A
USGS	08168710	1934-05-25	322	A
USGS	08168710	1934-05-26	318	A
USGS	08168710	1934-05-27	318	A
USGS	08168710	1934-05-28	322	A
USGS	08168710	1934-05-29	322	A
USGS	08168710	1934-05-30	322	A
USGS	08168710	1934-05-31	322	A
USGS	08168710	1934-06-01	322	A
USGS	08168710	1934-06-02	318	A
USGS	08168710	1934-06-03	322	A
USGS	08168710	1934-06-04	322	A
USGS	08168710	1934-06-05	318	A
USGS	08168710	1934-06-06	315	A
USGS	08168710	1934-06-07	318	A
USGS	08168710	1934-06-08	322	A
USGS	08168710	1934-06-09	318	A
USGS	08168710	1934-06-10	318	A
USGS	08168710	1934-06-11	322	A
USGS	08168710	1934-06-12	322	A
USGS	08168710	1934-06-13	326	A
USGS	08168710	1934-06-14	322	A
USGS	08168710	1934-06-15	318	A
USGS	08168710	1934-06-16	315	A
USGS	08168710	1934-06-17	318	A
USGS	08168710	1934-06-18	322	A
USGS	08168710	1934-06-19	325	A
USGS	08168710	1934-06-20	329	A
USGS	08168710	1934-06-21	326	A
USGS	08168710	1934-06-22	329	A
USGS	08168710	1934-06-23	333	A
USGS	08168710	1934-06-24	333	A
USGS	08168710	1934-06-25	333	A
USGS	08168710	1934-06-26	336	A
USGS	08168710	1934-06-27	333	A
USGS	08168710	1934-06-28	329	A
USGS	08168710	1934-06-29	330	A
USGS	08168710	1934-06-30	332	A
USGS	08168710	1934-07-01	333	A
USGS	08168710	1934-07-02	336	A
USGS	08168710	1934-07-03	333	A
USGS	08168710	1934-07-04	336	A
USGS	08168710	1934-07-05	340	A
USGS	08168710	1934-07-06	336	A
USGS	08168710	1934-07-07	336	A
USGS	08168710	1934-07-08	340	A
USGS	08168710	1934-07-09	340	A
USGS	08168710	1934-07-10	336	A
USGS	08168710	1934-07-11	333	A
USGS	08168710	1934-07-12	329	A
USGS	08168710	1934-07-13	333	A
USGS	08168710	1934-07-14	333	A
USGS	08168710	1934-07-15	333	A
USGS	08168710	1934-07-16	333	A
USGS	08168710	1934-07-17	333	A
USGS	08168710	1934-07-18	333	A
USGS	08168710	1934-07-19	333	A
USGS	08168710	1934-07-20	333	A
USGS	08168710	1934-07-21	333	A
USGS	08168710	1934-07-22	333	A
USGS	08168710	1934-07-23	333	A
USGS	08168710	1934-07-24	333	A
USGS	08168710	1934-07-25	333	A
USGS	08168710	1934-07-26	333	A
USGS	08168710	1934-07-27	333	A
USGS	08168710	1934-07-28	333	A
USGS	08168710	1934-07-29	331	A
USGS	08168710	1934-07-30	329	A
USGS	08168710	1934-07-31	329	A
USGS	08168710	1934-08-01	329	A
USGS	08168710	1934-08-02	329	A
USGS	08168710	1934-08-03	329	A
USGS	08168710	1934-08-04	329	A
USGS	08168710	1934-08-05	329	A
USGS	08168710	1934-08-06	329	A
USGS	08168710	1934-08-07	329	A
USGS	08168710	1934-08-08	329	A
USGS	08168710	1934-08-09	329	A
USGS	08168710	1934-08-10	329	A
USGS	08168710	1934-08-11	326	A
USGS	08168710	1934-08-12	326	A
USGS	08168710	1934-08-13	329	A
USGS	08168710	1934-08-14	329	A
USGS	08168710	1934-08-15	329	A
USGS	08168710	1934-08-16	329	A
USGS	08168710	1934-08-17	329	A
USGS	08168710	1934-08-18	329	A
USGS	08168710	1934-08-19	329	A
USGS	08168710	1934-08-20	325	A
USGS	08168710	1934-08-21	322	A
USGS	08168710	1934-08-22	322	A
USGS	08168710	1934-08-23	326	A
USGS	08168710	1934-08-24	322	A
USGS	08168710	1934-08-25	318	A
USGS	08168710	1934-08-26	318	A
USGS	08168710	1934-08-27	316	A
USGS	08168710	1934-08-28	315	A
USGS	08168710	1934-08-29	318	A
USGS	08168710	1934-08-30	315	A
USGS	08168710	1934-08-31	315	A
USGS	08168710	1934-09-01	311	A
USGS	08168710	1934-09-02	311	A
USGS	08168710	1934-09-03	311	A
USGS	08168710	1934-09-04	308	A
USGS	08168710	1934-09-05	304	A
USGS	08168710	1934-09-06	304	A
USGS	08168710	1934-09-07	300	A
USGS	08168710	1934-09-08	297	A
USGS	08168710	1934-09-09	297	A
USGS	08168710	1934-09-10	297	A
USGS	08168710	1934-09-11	297	A
USGS	08168710	1934-09-12	297	A
USGS	08168710	1934-09-13	294	A
USGS	08168710	1934-09-14	294	A
USGS	08168710	1934-09-15	294	A
USGS	08168710	1934-09-16	297	A
USGS	08168710	1934-09-17	297	A
USGS	08168710	1934-09-18	297	A
USGS	08168710	1934-09-19	294	A
USGS	08168710	1934-09-20	294	A
USGS	08168710	1934-09-21	292	A
USGS	08168710	1934-09-22	290	A
USGS	08168710	1934-09-23	294	A
USGS	08168710	1934-09-24	297	A
USGS	08168710	1934-09-25	294	A
USGS	08168710	1934-09-26	297	A
USGS	08168710	1934-09-27	297	A
USGS	08168710	1934-09-28	297	A
USGS	08168710	1934-09-29	294	A
USGS	08168710	1934-09-30	297	A
USGS	08168710	1934-10-01	300	A
USGS	08168710	1934-10-02	294	A
USGS	08168710	1934-10-03	300	A
USGS	08168710	1934-10-04	306	A
USGS	08168710	1934-10-05	312	A
USGS	08168710	1934-10-06	318	A
USGS	08168710	1934-10-07	315	A
USGS	08168710	1934-10-08	315	A
USGS	08168710	1934-10-09	315	A
USGS	08168710	1934-10-10	315	A
USGS	08168710	1934-10-11	315	A
USGS	08168710	1934-10-12	310	A
USGS	08168710	1934-10-13	305	A
USGS	08168710	1934-10-14	300	A
USGS	08168710	1934-10-15	309	A
USGS	08168710	1934-10-16	318	A
USGS	08168710	1934-10-17	309	A
USGS	08168710	1934-10-18	300	A
USGS	08168710	1934-10-19	302	A
USGS	08168710	1934-10-20	304	A
USGS	08168710	1934-10-21	304	A
USGS	08168710	1934-10-22	302	A
USGS	08168710	1934-10-23	300	A
USGS	08168710	1934-10-24	299	A
USGS	08168710	1934-10-25	297	A
USGS	08168710	1934-10-26	297	A
USGS	08168710	1934-10-27	297	A
USGS	08168710	1934-10-28	294	A
USGS	08168710	1934-10-29	290	A
USGS	08168710	1934-10-30	294	A
USGS	08168710	1934-10-31	290	A
USGS	08168710	1934-11-01	286	A
USGS	08168710	1934-11-02	286	A
USGS	08168710	1934-11-03	286	A
USGS	08168710	1934-11-04	286	A
USGS	08168710	1934-11-05	290	A
USGS	08168710	1934-11-06	286	A
USGS	08168710	1934-11-07	290	A
USGS	08168710	1934-11-08	290	A
USGS	08168710	1934-11-09	286	A
USGS	08168710	1934-11-10	283	A
USGS	08168710	1934-11-11	283	A
USGS	08168710	1934-11-12	283	A
USGS	08168710	1934-11-13	283	A
USGS	08168710	1934-11-14	283	A
USGS	08168710	1934-11-15	285	A
USGS	08168710	1934-11-16	288	A
